Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
m200-peek-a-boo-bra-garter-g-set,"M200 Peek-a-Boo Bra, Garter & G-Set","<p>From the Exposed by Magic Silk collection, this style includes: A halter bra featuring soft lace cups with peek-a-boo openings, plush elastic ties around the neck and back for closure, a garter belt featuring S-hook closure in the back, adjustable garter straps with metal clips, and lace details with scalloped edges, and a matching classic G-string.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,Queen Size,,,MS-M200BLK2XL,,shopify,115,deny,manual,40.99,,TRUE,TRUE,671241107065.0,https://www.magicsilk.com/uploads/wholesale-images/M200BLK2XL_1.jpg,1,"M200 Peek-a-Boo Bra, Garter & G-Set",FALSE,"M200 Peek-a-Boo Bra, Garter & G-Set","From the Exposed by Magic Silk collection, this style includes: A halter bra featuring soft lace cups with peek-a-boo openings, plush elastic ties around the neck and back for closure, a garter belt featuring S-hook closure in the back, adjustable garter straps with metal clips, and lace details with scalloped edges, and a matching classic G-string.",Apparel & Accessories > Clothing > Lingerie,,,671241107065.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M200BLK2XL_1.jpg,g,,17.95,TRUE,,,TRUE,,,active
m200-peek-a-boo-bra-garter-g-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M200BLK2XL_2.jpg,2,"M200 Peek-a-Boo Bra, Garter & G-Set - Back View",,,,,,,,,,,,,,,,,,,,
m200-peek-a-boo-bra-garter-g-set,,,,,,,,,Black,,L/XL,,,MS-M200BLKLRG,,shopify,0,deny,manual,36.99,,TRUE,TRUE,671241107041.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M200BLK_1.jpg,g,,15.75,,,,,,,
m200-peek-a-boo-bra-garter-g-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M200BLK_2.jpg,2,"M200 Peek-a-Boo Bra, Garter & G-Set - Back View",,,,,,,,,,,,,,,,,,,,
m200-peek-a-boo-bra-garter-g-set,,,,,,,,,Black,,S/M,,,MS-M200BLKMED,,shopify,0,deny,manual,36.99,,TRUE,TRUE,671241107058.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M200BLK_1.jpg,g,,15.75,,,,,,,
m200-peek-a-boo-bra-garter-g-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M200BLK_2.jpg,2,"M200 Peek-a-Boo Bra, Garter & G-Set - Back View",,,,,,,,,,,,,,,,,,,,
m201-deep-plunge-halter-teddy,M201 Deep Plunge Halter Teddy,"<p>From the Exposed by Magic Silk collection, this style includes: A teddy featuring a pull-over halter neck strap, deep plunging V-neckline, high-cut sides and an attached g-string bottom.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,Queen Size,,,MS-M201BLK2XL,,shopify,61,deny,manual,40.99,,TRUE,TRUE,671241107096.0,https://www.magicsilk.com/uploads/wholesale-images/M201BLK2XL_1.jpg,1,M201 Deep Plunge Halter Teddy,FALSE,M201 Deep Plunge Halter Teddy,"From the Exposed by Magic Silk collection, this style includes: A teddy featuring a pull-over halter neck strap, deep plunging V-neckline, high-cut sides and an attached g-string bottom.",Apparel & Accessories > Clothing > Lingerie,,,671241107096.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M201BLK2XL_1.jpg,g,,17.95,TRUE,,,TRUE,,,active
m201-deep-plunge-halter-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M201BLK2XL_2.jpg,2,M201 Deep Plunge Halter Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m201-deep-plunge-halter-teddy,,,,,,,,,Black,,L/XL,,,MS-M201BLKLRG,,shopify,79,deny,manual,36.99,,TRUE,TRUE,671241107072.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M201BLK_1.jpg,g,,15.75,,,,,,,
m201-deep-plunge-halter-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M201BLK_2.jpg,2,M201 Deep Plunge Halter Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m201-deep-plunge-halter-teddy,,,,,,,,,Black,,S/M,,,MS-M201BLKMED,,shopify,0,deny,manual,36.99,,TRUE,TRUE,671241107089.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M201BLK_1.jpg,g,,15.75,,,,,,,
m201-deep-plunge-halter-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M201BLK_2.jpg,2,M201 Deep Plunge Halter Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m202-cupless-crotchless-merry-widow-set,M202 Cupless & Crotchless Merry Widow Set,"<p>From the Exposed by Magic Silk Collection, this style includes: A cupless merry widow featuring adjustable shoulder straps, hook & eye closure at the back, keyhole openings in the front and back, flexible boning, and a matching panty featuring a backless and crotchless design.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,Queen Size,,,MS-M202BLK2XL,,shopify,0,deny,manual,47.99,,TRUE,TRUE,671241107126.0,https://www.magicsilk.com/uploads/wholesale-images/M202BLK2XL_1.jpg,1,M202 Cupless & Crotchless Merry Widow Set,FALSE,M202 Cupless & Crotchless Merry Widow Set,"From the Exposed by Magic Silk Collection, this style includes: A cupless merry widow featuring adjustable shoulder straps, hook & eye closure at the back, keyhole openings in the front and back, flexible boning, and a matching panty featuring a backless and crotchless design.",Apparel & Accessories > Clothing > Lingerie,,,671241107126.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M202BLK2XL_1.jpg,g,,21.95,TRUE,,,TRUE,,,active
m202-cupless-crotchless-merry-widow-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M202BLK2XL_2.jpg,2,M202 Cupless & Crotchless Merry Widow Set - Back View,,,,,,,,,,,,,,,,,,,,
m202-cupless-crotchless-merry-widow-set,,,,,,,,,Black,,L/XL,,,MS-M202BLKLRG,,shopify,181,deny,manual,43.99,,TRUE,TRUE,671241107102.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M202BLK_1.jpg,g,,19.95,,,,,,,
m202-cupless-crotchless-merry-widow-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M202BLK_2.jpg,2,M202 Cupless & Crotchless Merry Widow Set - Back View,,,,,,,,,,,,,,,,,,,,
m202-cupless-crotchless-merry-widow-set,,,,,,,,,Black,,S/M,,,MS-M202BLKMED,,shopify,279,deny,manual,43.99,,TRUE,TRUE,671241107119.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M202BLK_1.jpg,g,,19.95,,,,,,,
m202-cupless-crotchless-merry-widow-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M202BLK_2.jpg,2,M202 Cupless & Crotchless Merry Widow Set - Back View,,,,,,,,,,,,,,,,,,,,
m203-crotchless-teddy,M203 Crotchless Teddy,"<p>From the Exposed by Magic Silk Collection, this style includes: A crotchless teddy featuring adjustable shoulder straps, plush halter ties that wrap around the neck, a deep V-plunge in the front and back, strappy accents in front and adjustable and removable garter straps with metal clips.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,Queen Size,,,MS-M203BLK2XL,,shopify,161,deny,manual,47.99,,TRUE,TRUE,671241107157.0,https://www.magicsilk.com/uploads/wholesale-images/M203BLK2XL_1.jpg,1,M203 Crotchless Teddy,FALSE,M203 Crotchless Teddy,"From the Exposed by Magic Silk Collection, this style includes: A crotchless teddy featuring adjustable shoulder straps, plush halter ties that wrap around the neck, a deep V-plunge in the front and back, strappy accents in front and adjustable and removable garter straps with metal clips.",Apparel & Accessories > Clothing > Lingerie,,,671241107157.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M203BLK2XL_1.jpg,g,,21.95,TRUE,,,TRUE,,,active
m203-crotchless-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M203BLK2XL_2.jpg,2,M203 Crotchless Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m203-crotchless-teddy,,,,,,,,,Black,,L/XL,,,MS-M203BLKLRG,,shopify,0,deny,manual,43.99,,TRUE,TRUE,671241107133.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M203BLK_1.jpg,g,,19.95,,,,,,,
m203-crotchless-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M203BLK_2.jpg,2,M203 Crotchless Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m203-crotchless-teddy,,,,,,,,,Black,,S/M,,,MS-M203BLKMED,,shopify,1,deny,manual,43.99,,TRUE,TRUE,671241107140.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M203BLK_1.jpg,g,,19.95,,,,,,,
m203-crotchless-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M203BLK_2.jpg,2,M203 Crotchless Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m204-crop-top-gartered-skirt,M204 Crop Top & Gartered Skirt,"<p>From the Exposed by Magic Silk Collection, this style includes: A crop top featuring a choker neck with swan hook closure, large keyhole cutouts in the front and back, capped sleeves, metal underwire, and hook & eye closure in the back; and a skirt featuring ruching details in front, removable and adjustable garter straps with metal clips, and swan hook closure in back with a keyhole cutout accent.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,Queen Size,,,MS-M204BLK2XL,,shopify,17,deny,manual,50.99,,TRUE,TRUE,671241107188.0,https://www.magicsilk.com/uploads/wholesale-images/M204BLK2XL_1.jpg,1,M204 Crop Top & Gartered Skirt,FALSE,M204 Crop Top & Gartered Skirt,"From the Exposed by Magic Silk Collection, this style includes: A crop top featuring a choker neck with swan hook closure, large keyhole cutouts in the front and back, capped sleeves, metal underwire, and hook & eye closure in the back; and a skirt featuring ruching details in front, removable and adjustable garter straps with metal clips, and swan hook closure in back with a keyhole cutout accent.",Apparel & Accessories > Clothing > Lingerie,,,671241107188.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M204BLK2XL_1.jpg,g,,23.95,TRUE,,,TRUE,,,active
m204-crop-top-gartered-skirt,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M204BLK2XL_2.jpg,2,M204 Crop Top & Gartered Skirt - Back View,,,,,,,,,,,,,,,,,,,,
m204-crop-top-gartered-skirt,,,,,,,,,Black,,L/XL,,,MS-M204BLKLRG,,shopify,212,deny,manual,47.99,,TRUE,TRUE,671241107164.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M204BLK_1.jpg,g,,21.95,,,,,,,
m204-crop-top-gartered-skirt,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M204BLK_2.jpg,2,M204 Crop Top & Gartered Skirt - Back View,,,,,,,,,,,,,,,,,,,,
m204-crop-top-gartered-skirt,,,,,,,,,Black,,S/M,,,MS-M204BLKMED,,shopify,54,deny,manual,47.99,,TRUE,TRUE,671241107171.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M204BLK_1.jpg,g,,21.95,,,,,,,
m204-crop-top-gartered-skirt,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M204BLK_2.jpg,2,M204 Crop Top & Gartered Skirt - Back View,,,,,,,,,,,,,,,,,,,,
m205-bra-crotchless-panty,M205 Bra & Crotchless Panty,"<p>From the Exposed by Magic Silk Collection, this style includes: A bra featuring adjustable shoulder straps with metal sliders, racer back straps with O-ring detail, and hook & eye closure in back, and a panty featuring peek-a-boo cutout in front, and a crotchless cutout.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,Queen Size,,,MS-M205BLK2XL,,shopify,218,deny,manual,43.99,,TRUE,TRUE,671241107218.0,https://www.magicsilk.com/uploads/wholesale-images/M205BLK2XL_1.jpg,1,M205 Bra & Crotchless Panty,FALSE,M205 Bra & Crotchless Panty,"From the Exposed by Magic Silk Collection, this style includes: A bra featuring adjustable shoulder straps with metal sliders, racer back straps with O-ring detail, and hook & eye closure in back, and a panty featuring peek-a-boo cutout in front, and a crotchless cutout.",Apparel & Accessories > Clothing > Lingerie,,,671241107218.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M205BLK2XL_1.jpg,g,,19.95,TRUE,,,TRUE,,,active
m205-bra-crotchless-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M205BLK2XL_2.jpg,2,M205 Bra & Crotchless Panty - Back View,,,,,,,,,,,,,,,,,,,,
m205-bra-crotchless-panty,,,,,,,,,Black,,L/XL,,,MS-M205BLKLRG,,shopify,113,deny,manual,40.99,,TRUE,TRUE,671241107195.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M205BLK_1.jpg,g,,17.95,,,,,,,
m205-bra-crotchless-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M205BLK_2.jpg,2,M205 Bra & Crotchless Panty - Back View,,,,,,,,,,,,,,,,,,,,
m205-bra-crotchless-panty,,,,,,,,,Black,,S/M,,,MS-M205BLKMED,,shopify,286,deny,manual,40.99,,TRUE,TRUE,671241107201.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M205BLK_1.jpg,g,,17.95,,,,,,,
m205-bra-crotchless-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M205BLK_2.jpg,2,M205 Bra & Crotchless Panty - Back View,,,,,,,,,,,,,,,,,,,,
m206-gartered-skirt,M206 Gartered Skirt,"<p>From the Exposed by Magic Silk Collection, this style includes: A skirt featuring adjustable and removable garter straps with metal sliders and clips, ruching details in front, and a swan hook closure at the skirt back with a keyhole cutout accent.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,Queen Size,,,MS-M206BLK2XL,,shopify,0,deny,manual,35.99,,TRUE,TRUE,671241107249.0,https://www.magicsilk.com/uploads/wholesale-images/M206BLK2XL_1.jpg,1,M206 Gartered Skirt,FALSE,M206 Gartered Skirt,"From the Exposed by Magic Silk Collection, this style includes: A skirt featuring adjustable and removable garter straps with metal sliders and clips, ruching details in front, and a swan hook closure at the skirt back with a keyhole cutout accent.",Apparel & Accessories > Clothing > Lingerie,,,671241107249.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M206BLK2XL_1.jpg,g,,14.95,TRUE,,,TRUE,,,active
m206-gartered-skirt,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M206BLK2XL_2.jpg,2,M206 Gartered Skirt - Back View,,,,,,,,,,,,,,,,,,,,
m206-gartered-skirt,,,,,,,,,Black,,L/XL,,,MS-M206BLKLRG,,shopify,0,deny,manual,32.99,,TRUE,TRUE,671241107225.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M206BLK_1.jpg,g,,12.95,,,,,,,
m206-gartered-skirt,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M206BLK_2.jpg,2,M206 Gartered Skirt - Back View,,,,,,,,,,,,,,,,,,,,
m206-gartered-skirt,,,,,,,,,Black,,S/M,,,MS-M206BLKMED,,shopify,0,deny,manual,32.99,,TRUE,TRUE,671241107232.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M206BLK_1.jpg,g,,12.95,,,,,,,
m206-gartered-skirt,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M206BLK_2.jpg,2,M206 Gartered Skirt - Back View,,,,,,,,,,,,,,,,,,,,
m600-magic-wrap,M600 Magic Wrap,"<p>From the Exposed by Magic Silk Collection, this style includes: A versatile sarong that can be worn as a bathing suit cover or lingerie. This multi-purpose garment can easily transform into 15 distinct styles. The chic bracelet included doubles as an accessory to create even more fashionable style options for this innovative wrap.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Black,Size,One Size,,,MS-M600BLK1SZ,,shopify,519,deny,manual,33.99,,TRUE,TRUE,671241107263.0,https://www.magicsilk.com/uploads/wholesale-images/M600BLK_1.jpg,1,M600 Magic Wrap,FALSE,M600 Magic Wrap,"From the Exposed by Magic Silk Collection, this style includes: A versatile sarong that can be worn as a bathing suit cover or lingerie. This multi-purpose garment can easily transform into 15 distinct styles. The chic bracelet included doubles as an accessory to create even more fashionable style options for this innovative wrap.",Apparel & Accessories > Clothing > Lingerie,,,671241107263.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M600BLK_1.jpg,g,,13.5,TRUE,,,TRUE,,,active
m600-magic-wrap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600BLK_2.jpg,2,M600 Magic Wrap - Back View,,,,,,,,,,,,,,,,,,,,
m600-magic-wrap,,,,,,,,,Black,,Queen Size,,,MS-M600BLK2XL,,shopify,380,deny,manual,36.99,,TRUE,TRUE,671241107270.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600BLK2XL_1.jpg,g,,15.5,,,,,,,
m600-magic-wrap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600BLK2XL_2.jpg,2,M600 Magic Wrap - Back View,,,,,,,,,,,,,,,,,,,,
m600-magic-wrap,,,,,,,,,Pink,,One Size,,,MS-M600PIN1SZ,,shopify,82,deny,manual,33.99,,TRUE,TRUE,671241107300.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600PIN_1.jpg,g,,13.5,,,,,,,
m600-magic-wrap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600PIN_2.jpg,2,M600 Magic Wrap - Back View,,,,,,,,,,,,,,,,,,,,
m600-magic-wrap,,,,,,,,,Pink,,Queen Size,,,MS-M600PIN2XL,,shopify,204,deny,manual,36.99,,TRUE,TRUE,671241107317.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600PIN2XL_1.jpg,g,,15.5,,,,,,,
m600-magic-wrap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600PIN2XL_2.jpg,2,M600 Magic Wrap - Back View,,,,,,,,,,,,,,,,,,,,
m600-magic-wrap,,,,,,,,,Red,,One Size,,,MS-M600RED1SZ,,shopify,39,deny,manual,33.99,,TRUE,TRUE,671241107287.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600RED_1.jpg,g,,13.5,,,,,,,
m600-magic-wrap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600RED_2.jpg,2,M600 Magic Wrap - Back View,,,,,,,,,,,,,,,,,,,,
m600-magic-wrap,,,,,,,,,Red,,Queen Size,,,MS-M600RED2XL,,shopify,142,deny,manual,36.99,,TRUE,TRUE,671241107294.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600RED2XL_1.jpg,g,,15.5,,,,,,,
m600-magic-wrap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600RED2XL_2.jpg,2,M600 Magic Wrap - Back View,,,,,,,,,,,,,,,,,,,,
m600-magic-wrap,,,,,,,,,Turquoise,,One Size,,,MS-M600TUR1SZ,,shopify,0,deny,manual,33.99,,TRUE,TRUE,671241107348.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600TUR_1.jpg,g,,13.5,,,,,,,
m600-magic-wrap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600TUR_2.jpg,2,M600 Magic Wrap - Back View,,,,,,,,,,,,,,,,,,,,
m600-magic-wrap,,,,,,,,,Turquoise,,Queen Size,,,MS-M600TUR2XL,,shopify,0,deny,manual,36.99,,TRUE,TRUE,671241107355.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600TUR2XL_1.jpg,g,,15.5,,,,,,,
m600-magic-wrap,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M600TUR2XL_2.jpg,2,M600 Magic Wrap - Back View,,,,,,,,,,,,,,,,,,,,
m146-choker-teddy,M146 Choker Teddy,"<p>From the Exposed by Magic Silk collection, this style includes: A teddy featuring soft, mesh lined, lace cups, removable plush elastic T-strap with a choker neck, adjustable shoulder straps with O-ring detail, dual hook and loop closure at the neck and back, keyhole cutout accent in back and a sexy g-string bottom.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Navy,Size,Queen Size,,,MS-M146NAV2XL,,shopify,0,deny,manual,53.99,,TRUE,TRUE,671241105405.0,https://www.magicsilk.com/uploads/wholesale-images/M146NAV_1.jpg,1,M146 Choker Teddy,FALSE,M146 Choker Teddy,"From the Exposed by Magic Silk collection, this style includes: A teddy featuring soft, mesh lined, lace cups, removable plush elastic T-strap with a choker neck, adjustable shoulder straps with O-ring detail, dual hook and loop closure at the neck and back, keyhole cutout accent in back and a sexy g-string bottom.",Apparel & Accessories > Clothing > Lingerie,,,671241105405.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M146NAV_1.jpg,g,,25.95,TRUE,,,TRUE,,,active
m146-choker-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M146NAV_2.jpg,2,M146 Choker Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m146-choker-teddy,,,,,,,,,Navy,,L/XL,,,MS-M146NAVLRG,,shopify,0,deny,manual,50.99,,TRUE,TRUE,671241105382.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M146NAV_1.jpg,g,,23.95,,,,,,,
m146-choker-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M146NAV_2.jpg,2,M146 Choker Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m146-choker-teddy,,,,,,,,,Navy,,S/M,,,MS-M146NAVMED,,shopify,0,deny,manual,50.99,,TRUE,TRUE,671241105399.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M146NAV_1.jpg,g,,23.95,,,,,,,
m146-choker-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M146NAV_2.jpg,2,M146 Choker Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m147-choker-baby-doll-g-set,M147 Choker Baby Doll & G-Set,"<p>From the Exposed by Magic Silk collection, this style includes: A baby doll featuring soft, mesh lined, laced cups, removable plush elastic T-strap choker neck, dual hook and loop closure at the back and neck, adjustable shoulder straps and a matching g-string.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Navy,Size,Queen Size,,,MS-M147NAV2XL,,shopify,0,deny,manual,60.99,,TRUE,TRUE,671241105436.0,https://www.magicsilk.com/uploads/wholesale-images/M147NAV_1.jpg,1,M147 Choker Baby Doll & G-Set,FALSE,M147 Choker Baby Doll & G-Set,"From the Exposed by Magic Silk collection, this style includes: A baby doll featuring soft, mesh lined, laced cups, removable plush elastic T-strap choker neck, dual hook and loop closure at the back and neck, adjustable shoulder straps and a matching g-string.",Apparel & Accessories > Clothing > Lingerie,,,671241105436.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M147NAV_1.jpg,g,,29.95,TRUE,,,TRUE,,,active
m147-choker-baby-doll-g-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M147NAV_2.jpg,2,M147 Choker Baby Doll & G-Set - Back View,,,,,,,,,,,,,,,,,,,,
m147-choker-baby-doll-g-set,,,,,,,,,Navy,,L/XL,,,MS-M147NAVLRG,,shopify,0,deny,manual,57.99,,TRUE,TRUE,671241105412.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M147NAV_1.jpg,g,,27.95,,,,,,,
m147-choker-baby-doll-g-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M147NAV_2.jpg,2,M147 Choker Baby Doll & G-Set - Back View,,,,,,,,,,,,,,,,,,,,
m147-choker-baby-doll-g-set,,,,,,,,,Navy,,S/M,,,MS-M147NAVMED,,shopify,0,deny,manual,57.99,,TRUE,TRUE,671241105429.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M147NAV_1.jpg,g,,27.95,,,,,,,
m147-choker-baby-doll-g-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M147NAV_2.jpg,2,M147 Choker Baby Doll & G-Set - Back View,,,,,,,,,,,,,,,,,,,,
m148-strappy-bralette-cheeky-short,M148 Strappy Bralette & Cheeky Short,"<p>From the Exposed by Magic Silk collection, this style includes: A bralette featuring soft cups with plush elastic straps, underwire, satin ribbon lace-up neckline, adjustable shoulder straps with metal O-ring detail and hook and eye closure in back, and a matching high-waist cheeky short with peek-a-boo cutout in front and deep V satin ribbon lace-up detail in back.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Navy,Size,Queen Size,,,MS-M148NAV2XL,,shopify,0,deny,manual,57.99,,TRUE,TRUE,671241105467.0,https://www.magicsilk.com/uploads/wholesale-images/M148NAV_1.jpg,1,M148 Strappy Bralette & Cheeky Short,FALSE,M148 Strappy Bralette & Cheeky Short,"From the Exposed by Magic Silk collection, this style includes: A bralette featuring soft cups with plush elastic straps, underwire, satin ribbon lace-up neckline, adjustable shoulder straps with metal O-ring detail and hook and eye closure in back, and a matching high-waist cheeky short with peek-a-boo cutout in front and deep V satin ribbon lace-up detail in back.",Apparel & Accessories > Clothing > Lingerie,,,671241105467.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M148NAV_1.jpg,g,,27.95,TRUE,,,TRUE,,,active
m148-strappy-bralette-cheeky-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M148NAV_2.jpg,2,M148 Strappy Bralette & Cheeky Short - Back View,,,,,,,,,,,,,,,,,,,,
